,en,ko,type
4292,loop,고리,noun
4293,edit,편집하다,verb
4294,whip,채찍,verb
4295,puzzle,퍼즐,noun
4296,mushroom,버섯,noun
4297,subsidy,보조금,noun
4298,boil,종기,verb
4299,tragic,비참한,adj
4300,mathematics,수학,noun
4301,mechanic,정비공,noun
4302,jar,항아리,noun
4303,respect,존경,prep
4304,earthquake,지진,noun
4305,pork,돼지 고기,noun
4306,creativity,창의성,noun
4307,safely,안전하게,adv
4308,underlying,밑에 있는,adj
4309,dessert,디저트,noun
4310,sympathy,공감,noun
4311,fisherman,어부,noun
4312,incredibly,놀랍도록,adv
4313,isolation,격리,noun
4314,sock,양말,noun
4315,near,가까운,adv
4316,jump,도약,noun
4317,eleven,열하나,m
4318,sexy,섹시한,adj
4319,entrepreneur,기업가,noun
4320,syndrome,증후군,noun
4321,bureau,국,noun
4322,seat,좌석,verb
4323,workplace,직장,noun
4324,ambition,큰 뜻,noun
4325,touchdown,접지,noun
4326,utilize,활용하십시오,verb
4327,breeze,미풍,noun
4328,costly,비용이 많이 들었습니다,adj
4329,ambitious,거창한,adj
4330,Christianity,기독교,noun
4331,presumably,아마도,adv
4332,influential,힘 있는,adj
4333,translation,번역,noun
4334,uncertain,불확실한,adj
4335,dissolve,디졸브,verb
4336,object,물체,verb
4337,statistical,통계,adj
4338,gut,배짱,noun
4339,metropolitan,대주교,adj
4340,rolling,구르는,adj
4341,aesthetic,미적인,adj
4342,spell,주문,verb
4343,insert,끼워 넣다,verb
4344,booth,노점,noun
4345,helmet,헬멧,noun
4346,waist,허리,noun
4347,expected,예상되는,adj
4348,lion,사자,noun
4349,accomplishment,완수,noun
4350,royal,왕실의,adj
4351,panic,공황,noun
4352,cast,깁스,noun
4353,crush,으깨다,verb
4354,actively,적극적으로,adv
4355,cliff,낭떠러지,noun
4356,minimal,최소,adj
4357,cord,코드,noun
4358,fortunately,다행스럽게도,adv
4359,cocaine,코카인,noun
4360,illusion,환각,noun
4361,anonymous,익명의,adj
4362,tolerate,참다,verb
4363,appreciation,감사,noun
4364,commissioner,위원,noun
4365,harm,피해,verb
4366,flexibility,유연성,noun
4367,instructional,교육,adj
4368,scramble,스크램블,verb
4369,casino,카지노,noun
4370,tumor,종양,noun
4371,decorate,장식,verb
4372,sort,종류,verb
4373,charge,요금,prep
4374,pulse,맥박,noun
4375,equivalent,동등한,noun
4376,fixed,결정된,adj
4377,experienced,경험이 풍부합니다,adj
4378,donation,기부,noun
4379,diary,다이어리,noun
4380,sibling,형제자매,noun
4381,irony,반어,noun
4382,spoon,숟가락,noun
4383,midst,한가운데,noun
4384,alley,골목,noun
4385,upset,속상한,adj
4386,interact,상호 작용하십시오,verb
4387,soap,비누,noun
4388,cute,귀엽다,adj
4389,rival,경쟁자,noun
4390,short-term,단기,adj
4391,punch,펀치,verb
4392,pin,핀,noun
4393,hockey,하키,noun
4394,passing,통과,adj
4395,persist,지속,verb
4396,supplier,공급 업체,noun
4397,known,모두 다 아는,adj
4398,momentum,기세,noun
4399,purse,지갑,noun
4400,shed,오두막,verb
4401,liquid,액체,noun
4402,icon,상,noun
4403,elephant,코끼리,noun
4404,consequently,따라서,adv
4405,legislature,입법부,noun
4406,associate,연관짓다,noun
4407,franchise,독점 판매권,noun
4408,correctly,바르게,adv
4409,mentally,정신적으로,adv
4410,foster,기르다,verb
4411,bicycle,자전거,noun
4412,encouraging,격려,adj
4413,cheat,속이다,verb
4414,access,입장,verb
4415,heal,치유하다,verb
4416,fever,열,noun
4417,filter,필터,noun
4418,rabbit,토끼,noun
4419,coin,동전,noun
4420,exploit,악용하다,verb
4421,accessible,얻기 쉬운,adj
4422,organism,유기체,noun
4423,sensation,감각,noun
4424,partially,부분적으로,adv
4425,stay,머무르다,noun
4426,upstairs,높은 곳에 있는,adv
4427,dried,건조한,adj
4428,minimum,최저한의,noun
4429,pro,찬성,adj
4430,conservation,보존,noun
4431,shove,지지,verb
4432,backyard,뒤뜰,noun
4433,charter,전세,noun
4434,stove,난로,noun
4435,consent,동의,noun
4436,comprise,이루다,verb
4437,reminder,알림,noun
4438,alike,서로 같은,adv
4439,placement,놓기,noun
4440,dough,반죽,noun
4441,grandchild,손자,noun
4442,dam,댐,noun
4443,reportedly,보고되었다,adv
4444,well-known,잘 알려진,adj
4445,surrounding,주변,adj
4446,ecological,생태 학적,adj
4447,outfit,차림새,noun
4448,unprecedented,전례 없는,adj
4449,columnist,칼럼니스트,noun
4450,workout,운동하다,noun
4451,preliminary,예비의,adj
4452,patent,특허,noun
4453,shy,수줍은,adj
4454,quote,인용하다,noun
4455,trash,쓰레기,noun
4456,disabled,장애가 있는,adj
4457,gross,역겨운,adj
4458,damn,젠장,adj
4459,hormone,호르몬,noun
4460,texture,조직,noun
4461,counter,카운터,verb
4462,pencil,연필,noun
4463,associate,연관짓다,adj
4464,frontier,국경 지방,noun
4465,spray,스프레이,noun
4466,bet,내기,noun
4467,disclose,드러내다,verb
4468,custody,보관,noun
4469,banker,은행가,noun
4470,beast,짐승,noun
4471,interfere,간섭하다,verb
4472,oak,오크,noun
4473,case,사례,conj
4474,eighth,여덟 번째,m
4475,notebook,공책,noun
4476,outline,개요,verb
4477,gaze,시선,verb
4478,attendance,출석,noun
4479,speculation,추측,noun
4480,uncover,발견,verb
4481,behalf,이익,prep
4482,innovative,혁신적입니다,adj
4483,shark,상어,noun
4484,reward,보상,verb
4485,mill,밀,noun
4486,installation,설치,noun
4487,stimulate,자극,verb
4488,tag,꼬리표,noun
4489,vertical,세로,adj
4490,swimming,수영,noun
4491,fleet,함대,noun
4492,catalog,목록,noun
4493,outsider,문외한,noun
4494,sacrifice,희생,verb
4495,desperately,필사적으로,adv
4496,stance,위치,noun
4497,compel,강요하십시오,verb
4498,sensitivity,감광도,noun
4499,someday,언젠가,adv
4500,instant,즉각적인,adj
4501,debut,데뷔,noun
4502,proclaim,선포하십시오,verb
4503,worldwide,세계적인,adv
4504,hike,인상,verb
4505,required,필수의,adj
4506,confrontation,직면,noun
4507,colorful,화려한,adj
4508,ideal,이상적인,noun
4509,constitution,헌법,noun
4510,trainer,훈련자,noun
4511,Thanksgiving,추수 감사절,noun
4512,scent,향기,noun
4513,stack,스택,noun
4514,eyebrow,눈썹,noun
4515,sack,해고,noun
4516,cease,중지,verb
4517,inherit,상속,verb
4518,tray,쟁반,noun
4519,pioneer,개척자,noun
4520,organizational,조직,adj
4521,textbook,교과서,noun
4522,uh,음,u
4523,nasty,끔찍한,adj
4524,shrink,수축,verb
4525,model,모델,verb
4526,emerging,신흥,adj
4527,dot,점,noun
4528,wheat,밀,noun
4529,fierce,사나운,adj
4530,envision,구상,verb
4531,rational,합리적인,adj
4532,kingdom,왕국,noun
4533,aisle,통로,noun
4534,weaken,묽게 하다,verb
4535,protocol,규약,noun
4536,exclusively,독점적으로,adv
4537,vocal,보컬,adj
4538,marketplace,시장,noun
4539,openly,공공연히,adv
4540,unfair,불공정,adj
4541,terrain,지역,noun
4542,deploy,배포,verb
4543,risky,위험한,adj
4544,pasta,파스타,noun
4545,genre,장르,noun
4546,distract,괴롭히다,verb
4547,merit,장점,noun
4548,planner,입안자,noun
4549,depressed,우울한,adj
4550,chunk,큰 덩어리,noun
4551,closest,가장 가까운,adj
4552,discount,할인,noun
4553,no,아니요,det
4554,ladder,사다리,noun
4555,jungle,밀림,noun
4556,migration,이주,noun
4557,breathing,호흡,noun
4558,invade,침략,verb
4559,hurricane,허리케인,noun
4560,retailer,소매 업체,noun
4561,classify,나누다,verb
4562,wound,상처,verb
4563,coup,일격,noun
4564,aid,지원,verb
4565,ambassador,대사,noun
4566,density,밀도,noun
4567,supportive,지지 적,adj
4568,curiosity,호기심,noun
4569,skip,건너 뛰기,verb
4570,aggression,침략,noun
4571,stimulus,자극제,noun
4572,journalism,저널리즘,noun
4573,robot,로봇,noun
4574,flood,홍수,verb
4575,dip,담그다,verb
4576,likewise,비슷하게,adv
4577,informal,비공식,adj
4578,Persian,페르시아 인,adj
4579,feather,깃털,noun
4580,sphere,구체,noun
4581,tighten,죄다,verb
4582,boast,자랑,verb
4583,pat,가볍게 두드리기,verb
4584,perceived,인식,adj
4585,sole,밑창,adj
4586,publicity,널리 알려짐,noun
4587,major,주요한,noun
4588,unfold,펴다,verb
4589,joke,농담,verb
4590,well-being,안녕,noun
4591,validity,타당성,noun
4592,ecosystem,생태계,noun
4593,strictly,엄격하게,adv
4594,partial,부분적,adj
4595,collar,칼라,noun
4596,weed,잡초,noun
4597,compliance,규정 준수,noun
4598,streak,줄,noun
4599,supposedly,아마도,adv
4600,added,추가,adj
4601,builder,건축업자,noun
4602,glimpse,일견,noun
4603,premise,전제,noun
4604,specialty,전문,noun
4605,deem,간주합니다,verb
4606,artifact,인공물,noun
4607,sneak,좀도둑,verb
4608,monkey,원숭이,noun
4609,mentor,멘토르,noun
4610,two-thirds,3 분의 2,m
4611,listener,경청자,noun
4612,lightning,번개,noun
4613,legally,합법적으로,adv
4614,sleeve,소매,noun
4615,disappointment,실망,noun
4616,disturb,방해하다,verb
4617,rib,늑골,noun
4618,excessive,과도한,adj
4619,high-tech,하이테크,adj
4620,debris,부스러기,noun
4621,pile,말뚝,verb
4622,rod,막대,noun
4623,logical,논리적,adj
4624,liberal,선심 쓰는,noun
4625,ash,금연 건강 증진 협회,noun
4626,socially,사회적으로,adv
4627,parish,교구,noun
4628,slavery,노예 제도,noun
4629,blank,공백,adj
4630,commodity,상품,noun
4631,cure,치유법,noun
4632,mineral,광물,noun
4633,hunger,굶주림,noun
4634,dying,사망,adj
4635,developmental,발달,adj
4636,faster,더 빠르게,adj
4637,spare,여분의,verb
4638,halfway,반쯤,adv
4639,cure,치유법,verb
4640,equality,평등,noun
4641,cemetery,묘지,noun
4642,harassment,괴롭힘,noun
4643,deliberately,고의로,adv
4644,fame,명성,noun
4645,regret,유감,verb
4646,striking,치는,adj
4647,likelihood,있을 수 있는 일,noun
4648,carrot,당근,noun
4649,atop,꼭대기,prep
4650,toll,통행료,noun
4651,rim,가장자리,noun
4652,embarrassed,당황스러운,adj
4653,fucking,빌어 먹을,adj
4654,cling,집착,verb
4655,isolated,외딴,adj
4656,blink,깜박거리다,verb
4657,suspicious,의심스러운,adj
4658,wheelchair,바퀴 달린 의자,noun
4659,squad,분대,noun
4660,eligible,자격이 있는,adj
4661,processor,프로세서,noun
4662,plunge,돌진,verb
4663,this,이것,adv
4664,sponsor,스폰서,noun
4665,grin,이를 드러내고 웃다,noun
4666,color,색깔,verb
4667,demographic,인구 통계,adj
4668,rain,비,verb
4669,chill,냉기,noun
4670,refuge,피난,noun
4671,steer,조종하다,verb
4672,legislator,입법자,noun
4673,rally,랠리,noun
4674,programming,프로그램 작성,noun
4675,cheer,환호,verb
4676,outlet,콘센트,noun
4677,intact,손대지 않은,adj
4678,vendor,공급업체,noun
4679,thrive,번창하다,verb
4680,peanut,땅콩,noun
4681,chew,씹다,verb
4682,elaborate,정교한,adj
4683,intellectual,지적인,noun
4684,conception,임신,noun
4685,auction,경매,noun
4686,steak,스테이크,noun
4687,comply,응하다,verb
4688,triumph,승리,noun
4689,shareholder,주주,noun
4690,comparable,유사한,adj
4691,transport,수송,verb
4692,conscience,양심,noun
4693,calculation,계산,noun
4694,considerably,상당히,adv
4695,interval,간격,noun
4696,scratch,할퀴다,verb
4697,awake,깨어 있는,adj
4698,jurisdiction,관할권,noun
4699,inevitably,필연적으로,adv
4700,feminist,여권 주장자,adj
4701,constraint,강제,noun
4702,emotionally,감정적으로,adv
4703,expedition,원정,noun
4704,allegedly,주장한 바에 의하면,adv
4705,compromise,타협,verb
4706,strain,부담,verb
4707,similarity,유사성,noun
4708,butt,대상,noun
4709,lid,뚜껑,noun
4710,dumb,멍청한,adj
4711,bulk,대부분,noun
4712,sprinkle,소량,verb
4713,mortality,인류,noun
4714,philosophical,철학적,adj
4715,conversion,변환,noun
4716,patron,후원자,noun
4717,municipal,시립,adj
4718,any,어느,adv
4719,liver,간,noun
4720,harmony,조화,noun
4721,solely,혼자서,adv
4722,tolerance,용인,noun
4723,instant,즉각적인,noun
4724,goat,염소,noun
4725,arm,팔,verb
4726,blessing,축복,noun
4727,banana,바나나,noun
4728,running,달리기,noun
4729,palace,궁전,noun
4730,formerly,전에,adv
4731,peasant,농부,noun
4732,neat,정돈된,adj
4733,grandparent,조부모,noun
4734,lawmaker,입법자,noun
4735,supermarket,슈퍼마켓,noun
4736,cruise,크루즈,noun
4737,mobile,이동하는,adj
4738,plain,솔직한,noun
4739,part,부분,prep
4740,calendar,달력,noun
4741,widow,과부,noun
4742,deposit,보증금,noun
4743,beard,수염,noun
4744,brake,브레이크,noun
4745,downtown,도심,adv
4746,screening,상영,noun
4747,impulse,충동,noun
4748,forbid,금지,verb
4749,fur,털,noun
4750,brutal,잔인한,adj
4751,predator,포식자,noun
4752,poke,찌름,verb
4753,opt,고르다,verb
4754,voluntary,자발적인,adj
4755,trouble,문제,verb
4756,valid,유효한,adj
4757,forum,법정,noun
4758,dancing,무용,noun
4759,happily,행복하게,adv
4760,soar,날기,verb
4761,removal,제거,noun
4762,autonomy,자치,noun
4763,enact,제정,verb
4764,round,둥근,verb
4765,thread,실,noun
4766,light,빛,prep
4767,landmark,경계표,noun
4768,unhappy,불행한,adj
4769,offender,범죄자,noun
4770,coming,오는,adj
4771,privately,몰래,adv
4772,fraction,분수,noun
4773,distinctive,독특합니다,adj
4774,tourism,관광 여행,noun
4775,threshold,한계점,noun
4776,calm,침착한,adj
4777,routinely,일상적으로,adv
4778,suite,모음곡,noun
4779,remark,주목,verb
4780,regulator,조절기,noun
4781,straw,빨대,noun
4782,theological,신학 적,adj
4783,apart,따로,prep
4784,exhaust,배기가스,verb
4785,globe,지구,noun
4786,fragile,부서지기 쉬운,adj
4787,objection,반대,noun
4788,chemistry,화학,noun
4789,old-fashioned,구식,adj
4790,crowded,붐비는,adj
4791,circle,원,verb
4792,blast,폭발,noun
4793,prevail,만연하다,verb
4794,overnight,밤새,adv
4795,denial,부정,noun
4796,rental,임대,noun
4797,fantastic,환상적입니다,adj
4798,fragment,파편,noun
4799,level,수준,adj
4800,screw,나사,verb
4801,warmth,따뜻함,noun
4802,undergraduate,대학 재학생,noun
4803,liquid,액체,adj
4804,headache,두통,noun
4805,policeman,경관,noun
4806,yield,생산하다,noun
4807,projection,투사,noun
4808,battle,전투,verb
4809,suitable,적합한,adj
4810,mention,언급하다,noun
4811,graduation,눈금,noun
4812,drill,송곳,verb
4813,cruel,잔혹한,adj
4814,mansion,맨션,noun
4815,regard,관심,noun
4816,grape,포도,noun
4817,authorize,승인,verb
4818,cottage,시골집,noun
4819,driveway,차도,noun
4820,charm,매력,noun
4821,sexuality,성별,noun
4822,loyal,충실한,adj
4823,clay,점토,noun
4824,pound,파운드,verb
4825,balloon,풍선,noun
4826,invention,발명,noun
4827,ego,자아,noun
4828,fare,요금,noun
4829,homework,숙제,noun
4830,disc,디스크,noun
4831,sofa,소파,noun
4832,guarantee,보장하다,noun
4833,availability,유효성,noun
4834,radar,레이더,noun
4835,frown,찌푸린 얼굴,verb
4836,regain,회복,verb
4837,leave,떠나다,noun
4838,permit,허용하다,noun
4839,sweater,스웨터,noun
4840,rehabilitation,복권,noun
4841,rubber,고무,adj
4842,retreat,후퇴,noun
4843,molecule,분자,noun
4844,freely,자유로이,adv
4845,favorable,유리한,adj
4846,steadily,꾸준히,adv
4847,veteran,재향 군인,adj
4848,integrated,통합,adj
4849,ha,하아,u
4850,youngster,어린이,noun
4851,broadcast,방송,verb
4852,premium,프리미엄,noun
4853,accountability,책임,noun
4854,overwhelm,압도,verb
4855,one-third,삼분의 일,m
4856,contemplate,묵상,verb
4857,update,업데이트,verb
4858,spark,불꽃,verb
4859,ironically,아이러니하게,adv
4860,fatigue,피로,noun
4861,beyond,그 너머에,adv
4862,speculate,추측,verb
4863,marker,채점자,noun
4864,low,낮은,adv
4865,preach,설교,verb
4866,bucket,버킷,noun
4867,bomb,폭탄,verb
4868,blond,금발,adj
4869,confession,고백,noun
4870,provoke,화나게 하다,verb
4871,marble,대리석,noun
4872,substantially,대체로,adv
4873,twist,트위스트,noun
4874,defender,방어자,noun
4875,fish,생선,verb
4876,explicit,명백한,adj
4877,transport,수송,noun
4878,disturbing,방해,adj
4879,surveillance,감시,noun
4880,magnetic,자기,adj
4881,technician,기술자,noun
4882,mutter,속삭임,verb
4883,devastating,지독한,adj
4884,depart,출발,verb
4885,arrow,화살,noun
4886,trauma,외상,noun
4887,neighboring,이웃,adj
4888,soak,담그다,verb
4889,ribbon,리본,noun
4890,meantime,그 동안에,noun
4891,transmit,부치다,verb
4892,screen,화면,verb
4893,harvest,수확하다,noun
4894,consecutive,연이은,adj
4895,republican,공화주의자,adj
4896,coordinate,동등 어구,verb
4897,worldwide,세계적인,adj
4898,within,이내에,adv
4899,spy,스파이,noun
4900,slot,슬롯,noun
4901,riot,폭동,noun
4902,nutrient,영양소,noun
4903,citizenship,시민권,noun
4904,severely,심하게,adv
4905,sovereignty,주권,noun
4906,ridge,산등성이,noun
4907,brave,용감한,adj
4908,lighting,조명,noun
4909,specify,지정하십시오,verb
4910,contributor,기부자,noun
4911,frustrate,좌절합니다,verb
4912,crowd,군중,verb
4913,articulate,명확하게,verb
4914,importantly,중요하게,adv
4915,transit,운송,noun
4916,dense,밀집한,adj
4917,seminar,세미나,noun
4918,electronics,전자 장치,noun
4919,sunny,맑은,adj
4920,shorts,반바지,noun
4921,swell,팽창,verb
4922,accusation,고발,noun
4923,soften,부드럽게 하다,verb
4924,photograph,사진,verb
4925,straighten,바르게 되다,verb
4926,terribly,몹시,adv
4927,cue,큐,noun
4928,sudden,갑자기,adv
4929,bride,신부,noun
4930,biography,전기,noun
4931,hazard,위험,noun
4932,compelling,설득력,adj
4933,seldom,드물게,adv
4934,tile,타일,noun
4935,economically,경제적,adv
4936,honestly,솔직히,adv
4937,troubled,문제가 발생했습니다,adj
4938,bow,절하다,verb
4939,twentieth,20시,m
4940,balanced,균형이 잡힌,adj
4941,foreigner,외국인,noun
4942,launch,시작하다,noun
4943,convenience,편의,noun
4944,delight,기쁨,noun
4945,weave,짜다,verb
4946,timber,재목,noun
4947,till,까지,conj
4948,accurately,정확히,adv
4949,plea,항변,noun
4950,bulb,구근,noun
4951,copy,복사,verb
4952,flying,나는,adj
4953,sustainable,지속 가능한,adj
4954,devil,악마,noun
4955,bolt,볼트,noun
4956,cargo,뱃짐,noun
4957,spine,척추,noun
4958,seller,파는 사람,noun
4959,skilled,숙련 된,adj
4960,managing,관리,adj
4961,public,공공의,adv
4962,marine,선박,adj
4963,dock,독,noun
4964,organized,조직,adj
4965,fog,안개,noun
4966,diplomat,외교관,noun
4967,boring,지루한,adj
4968,sometime,언젠가,adv
4969,summary,요약,noun
4970,missionary,전도사,noun
4971,epidemic,감염병 유행,noun
4972,fatal,치명적인,adj
4973,trim,손질,verb
4974,warehouse,창고,noun
4975,accelerate,가속,verb
4976,butterfly,나비,noun
4977,bronze,청동,noun
4978,drown,안 들리게 하다,verb
4979,inherent,내재 된,adj
4980,praise,칭찬,noun
4981,nationwide,전국,adv
4982,spit,침,verb
4983,harvest,수확하다,verb
4984,kneel,무릎,verb
4985,vacuum,진공,noun
4986,selected,선택된,adj
4987,dictate,명령,verb
4988,stereotype,스테레오,noun
4989,sensor,감지기,noun
4990,laundry,빨래,noun
4991,manual,수동,noun
4992,pistol,권총,noun
4993,naval,해군,adj
4994,plaintiff,원고,noun
4995,kid,어린이,verb
4996,middle-class,중산층,adj
4997,apology,사과,noun
4998,till,까지,prep
